Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-05-04,,-1,Overleden,1,18
2020-05-04,,-1,Totaal,-9,403
2020-05-04,,-1,Ziekenhuisopname,0,66
2020-05-04,Groningen,20,Overleden,0,13
2020-05-04,Groningen,20,Totaal,1,334
2020-05-04,Groningen,20,Ziekenhuisopname,0,73
2020-05-04,Friesland,21,Overleden,0,58
2020-05-04,Friesland,21,Totaal,2,538
2020-05-04,Friesland,21,Ziekenhuisopname,0,126
2020-05-04,Drenthe,22,Overleden,0,32
2020-05-04,Drenthe,22,Totaal,4,485
2020-05-04,Drenthe,22,Ziekenhuisopname,0,115
2020-05-04,Overijssel,23,Overleden,1,272
2020-05-04,Overijssel,23,Totaal,12,2763
2020-05-04,Overijssel,23,Ziekenhuisopname,0,535
2020-05-04,Flevoland,24,Overleden,1,56
2020-05-04,Flevoland,24,Totaal,6,770
2020-05-04,Flevoland,24,Ziekenhuisopname,2,250
2020-05-04,Gelderland,25,Overleden,3,593
2020-05-04,Gelderland,25,Totaal,24,5225
2020-05-04,Gelderland,25,Ziekenhuisopname,12,1333
2020-05-04,Utrecht,26,Overleden,1,351
2020-05-04,Utrecht,26,Totaal,19,2913
2020-05-04,Utrecht,26,Ziekenhuisopname,5,827
2020-05-04,Noord-Holland,27,Overleden,7,663
2020-05-04,Noord-Holland,27,Totaal,24,5881
2020-05-04,Noord-Holland,27,Ziekenhuisopname,5,1537
2020-05-04,Zuid-Holland,28,Overleden,4,936
2020-05-04,Zuid-Holland,28,Totaal,31,8393
2020-05-04,Zuid-Holland,28,Ziekenhuisopname,6,1929
2020-05-04,Zeeland,29,Overleden,1,53
2020-05-04,Zeeland,29,Totaal,5,593
2020-05-04,Zeeland,29,Ziekenhuisopname,0,147
2020-05-04,Noord-Brabant,30,Overleden,3,1390
2020-05-04,Noord-Brabant,30,Totaal,36,8234
2020-05-04,Noord-Brabant,30,Ziekenhuisopname,5,2582
2020-05-04,Limburg,31,Overleden,4,647
2020-05-04,Limburg,31,Totaal,44,4238
2020-05-04,Limburg,31,Ziekenhuisopname,7,1517
