Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
2020-04-28,,-1,Overleden,,
2020-04-28,,-1,Totaal,,
2020-04-28,,-1,Ziekenhuisopname,,
2020-04-28,Groningen,20,Overleden,0,12
2020-04-28,Groningen,20,Totaal,0,326
2020-04-28,Groningen,20,Ziekenhuisopname,0,71
2020-04-28,Friesland,21,Overleden,1,53
2020-04-28,Friesland,21,Totaal,2,521
2020-04-28,Friesland,21,Ziekenhuisopname,1,125
2020-04-28,Drenthe,22,Overleden,0,28
2020-04-28,Drenthe,22,Totaal,0,461
2020-04-28,Drenthe,22,Ziekenhuisopname,0,106
2020-04-28,Overijssel,23,Overleden,3,246
2020-04-28,Overijssel,23,Totaal,5,2611
2020-04-28,Overijssel,23,Ziekenhuisopname,0,528
2020-04-28,Flevoland,24,Overleden,1,45
2020-04-28,Flevoland,24,Totaal,3,713
2020-04-28,Flevoland,24,Ziekenhuisopname,0,242
2020-04-28,Gelderland,25,Overleden,8,536
2020-04-28,Gelderland,25,Totaal,23,4871
2020-04-28,Gelderland,25,Ziekenhuisopname,16,1253
2020-04-28,Utrecht,26,Overleden,3,318
2020-04-28,Utrecht,26,Totaal,25,2735
2020-04-28,Utrecht,26,Ziekenhuisopname,10,795
2020-04-28,Noord-Holland,27,Overleden,6,555
2020-04-28,Noord-Holland,27,Totaal,37,5465
2020-04-28,Noord-Holland,27,Ziekenhuisopname,6,1472
2020-04-28,Zuid-Holland,28,Overleden,11,772
2020-04-28,Zuid-Holland,28,Totaal,19,7831
2020-04-28,Zuid-Holland,28,Ziekenhuisopname,10,1831
2020-04-28,Zeeland,29,Overleden,0,51
2020-04-28,Zeeland,29,Totaal,10,575
2020-04-28,Zeeland,29,Ziekenhuisopname,4,146
2020-04-28,Noord-Brabant,30,Overleden,14,1315
2020-04-28,Noord-Brabant,30,Totaal,39,7804
2020-04-28,Noord-Brabant,30,Ziekenhuisopname,30,2488
2020-04-28,Limburg,31,Overleden,2,596
2020-04-28,Limburg,31,Totaal,18,3975
2020-04-28,Limburg,31,Ziekenhuisopname,9,1469
