Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-05-01,RIVM_report_20200501,0-4,Totaal,3,72
2020-05-01,RIVM_report_20200501,5-9,Totaal,0,13
2020-05-01,RIVM_report_20200501,10-14,Totaal,1,49
2020-05-01,RIVM_report_20200501,15-19,Totaal,7,369
2020-05-01,RIVM_report_20200501,20-24,Totaal,33,1571
2020-05-01,RIVM_report_20200501,25-29,Totaal,30,1946
2020-05-01,RIVM_report_20200501,30-34,Totaal,24,1830
2020-05-01,RIVM_report_20200501,35-39,Totaal,17,1597
2020-05-01,RIVM_report_20200501,40-44,Totaal,26,1824
2020-05-01,RIVM_report_20200501,45-49,Totaal,33,2682
2020-05-01,RIVM_report_20200501,50-54,Totaal,39,3487
2020-05-01,RIVM_report_20200501,55-59,Totaal,37,3846
2020-05-01,RIVM_report_20200501,60-64,Totaal,49,3168
2020-05-01,RIVM_report_20200501,65-69,Totaal,13,2129
2020-05-01,RIVM_report_20200501,70-74,Totaal,23,2673
2020-05-01,RIVM_report_20200501,75-79,Totaal,20,3054
2020-05-01,RIVM_report_20200501,80-84,Totaal,36,3390
2020-05-01,RIVM_report_20200501,85-89,Totaal,38,3377
2020-05-01,RIVM_report_20200501,90-94,Totaal,31,2035
2020-05-01,RIVM_report_20200501,95+,Totaal,15,668
2020-05-01,RIVM_report_20200501,Niet vermeld,Totaal,0,11
2020-05-01,RIVM_report_20200501,0-4,Ziekenhuisopname,1,42
2020-05-01,RIVM_report_20200501,5-9,Ziekenhuisopname,0,2
2020-05-01,RIVM_report_20200501,10-14,Ziekenhuisopname,0,7
2020-05-01,RIVM_report_20200501,15-19,Ziekenhuisopname,0,26
2020-05-01,RIVM_report_20200501,20-24,Ziekenhuisopname,2,51
2020-05-01,RIVM_report_20200501,25-29,Ziekenhuisopname,1,99
2020-05-01,RIVM_report_20200501,30-34,Ziekenhuisopname,4,142
2020-05-01,RIVM_report_20200501,35-39,Ziekenhuisopname,0,177
2020-05-01,RIVM_report_20200501,40-44,Ziekenhuisopname,3,263
2020-05-01,RIVM_report_20200501,45-49,Ziekenhuisopname,3,525
2020-05-01,RIVM_report_20200501,50-54,Ziekenhuisopname,7,777
2020-05-01,RIVM_report_20200501,55-59,Ziekenhuisopname,13,1043
2020-05-01,RIVM_report_20200501,60-64,Ziekenhuisopname,10,1190
2020-05-01,RIVM_report_20200501,65-69,Ziekenhuisopname,10,1264
2020-05-01,RIVM_report_20200501,70-74,Ziekenhuisopname,11,1590
2020-05-01,RIVM_report_20200501,75-79,Ziekenhuisopname,7,1529
2020-05-01,RIVM_report_20200501,80-84,Ziekenhuisopname,4,1138
2020-05-01,RIVM_report_20200501,85-89,Ziekenhuisopname,6,731
2020-05-01,RIVM_report_20200501,90-94,Ziekenhuisopname,3,220
2020-05-01,RIVM_report_20200501,95+,Ziekenhuisopname,0,37
2020-05-01,RIVM_report_20200501,Niet vermeld,Ziekenhuisopname,0,1
2020-05-01,RIVM_report_20200501,0-4,Overleden,0,0
2020-05-01,RIVM_report_20200501,5-9,Overleden,0,0
2020-05-01,RIVM_report_20200501,10-14,Overleden,0,0
2020-05-01,RIVM_report_20200501,15-19,Overleden,0,1
2020-05-01,RIVM_report_20200501,20-24,Overleden,0,0
2020-05-01,RIVM_report_20200501,25-29,Overleden,0,3
2020-05-01,RIVM_report_20200501,30-34,Overleden,0,3
2020-05-01,RIVM_report_20200501,35-39,Overleden,0,6
2020-05-01,RIVM_report_20200501,40-44,Overleden,0,5
2020-05-01,RIVM_report_20200501,45-49,Overleden,1,17
2020-05-01,RIVM_report_20200501,50-54,Overleden,0,36
2020-05-01,RIVM_report_20200501,55-59,Overleden,0,80
2020-05-01,RIVM_report_20200501,60-64,Overleden,7,139
2020-05-01,RIVM_report_20200501,65-69,Overleden,6,280
2020-05-01,RIVM_report_20200501,70-74,Overleden,6,522
2020-05-01,RIVM_report_20200501,75-79,Overleden,17,859
2020-05-01,RIVM_report_20200501,80-84,Overleden,26,1047
2020-05-01,RIVM_report_20200501,85-89,Overleden,16,1062
2020-05-01,RIVM_report_20200501,90-94,Overleden,13,608
2020-05-01,RIVM_report_20200501,95+,Overleden,6,224
2020-05-01,RIVM_report_20200501,Niet vermeld,Overleden,0,1
