Datum,Bron,LeeftijdGroep,Type,Aantal,AantalCumulatief
2020-04-17,RIVM_report_20200417,0-4,Totaal,-1,61
2020-04-17,RIVM_report_20200417,5-9,Totaal,0,10
2020-04-17,RIVM_report_20200417,10-14,Totaal,2,42
2020-04-17,RIVM_report_20200417,15-19,Totaal,16,220
2020-04-17,RIVM_report_20200417,20-24,Totaal,62,1025
2020-04-17,RIVM_report_20200417,25-29,Totaal,92,1405
2020-04-17,RIVM_report_20200417,30-34,Totaal,75,1372
2020-04-17,RIVM_report_20200417,35-39,Totaal,72,1187
2020-04-17,RIVM_report_20200417,40-44,Totaal,76,1366
2020-04-17,RIVM_report_20200417,45-49,Totaal,96,1981
2020-04-17,RIVM_report_20200417,50-54,Totaal,102,2590
2020-04-17,RIVM_report_20200417,55-59,Totaal,127,2889
2020-04-17,RIVM_report_20200417,60-64,Totaal,84,2411
2020-04-17,RIVM_report_20200417,65-69,Totaal,48,1841
2020-04-17,RIVM_report_20200417,70-74,Totaal,43,2337
2020-04-17,RIVM_report_20200417,75-79,Totaal,62,2587
2020-04-17,RIVM_report_20200417,80-84,Totaal,73,2669
2020-04-17,RIVM_report_20200417,85-89,Totaal,128,2535
2020-04-17,RIVM_report_20200417,90-94,Totaal,53,1450
2020-04-17,RIVM_report_20200417,95+,Totaal,26,455
2020-04-17,RIVM_report_20200417,Niet vermeld,Totaal,-1,16
2020-04-17,RIVM_report_20200417,0-4,Ziekenhuisopname,-1,36
2020-04-17,RIVM_report_20200417,5-9,Ziekenhuisopname,0,2
2020-04-17,RIVM_report_20200417,10-14,Ziekenhuisopname,0,6
2020-04-17,RIVM_report_20200417,15-19,Ziekenhuisopname,0,21
2020-04-17,RIVM_report_20200417,20-24,Ziekenhuisopname,3,43
2020-04-17,RIVM_report_20200417,25-29,Ziekenhuisopname,1,85
2020-04-17,RIVM_report_20200417,30-34,Ziekenhuisopname,5,107
2020-04-17,RIVM_report_20200417,35-39,Ziekenhuisopname,3,150
2020-04-17,RIVM_report_20200417,40-44,Ziekenhuisopname,6,223
2020-04-17,RIVM_report_20200417,45-49,Ziekenhuisopname,12,448
2020-04-17,RIVM_report_20200417,50-54,Ziekenhuisopname,12,668
2020-04-17,RIVM_report_20200417,55-59,Ziekenhuisopname,12,886
2020-04-17,RIVM_report_20200417,60-64,Ziekenhuisopname,19,1028
2020-04-17,RIVM_report_20200417,65-69,Ziekenhuisopname,16,1107
2020-04-17,RIVM_report_20200417,70-74,Ziekenhuisopname,22,1426
2020-04-17,RIVM_report_20200417,75-79,Ziekenhuisopname,18,1369
2020-04-17,RIVM_report_20200417,80-84,Ziekenhuisopname,10,1014
2020-04-17,RIVM_report_20200417,85-89,Ziekenhuisopname,15,632
2020-04-17,RIVM_report_20200417,90-94,Ziekenhuisopname,0,183
2020-04-17,RIVM_report_20200417,95+,Ziekenhuisopname,3,30
2020-04-17,RIVM_report_20200417,Niet vermeld,Ziekenhuisopname,0,1
2020-04-17,RIVM_report_20200417,0-4,Overleden,0,0
2020-04-17,RIVM_report_20200417,5-9,Overleden,0,0
2020-04-17,RIVM_report_20200417,10-14,Overleden,0,0
2020-04-17,RIVM_report_20200417,15-19,Overleden,0,0
2020-04-17,RIVM_report_20200417,20-24,Overleden,0,0
2020-04-17,RIVM_report_20200417,25-29,Overleden,0,3
2020-04-17,RIVM_report_20200417,30-34,Overleden,0,2
2020-04-17,RIVM_report_20200417,35-39,Overleden,0,4
2020-04-17,RIVM_report_20200417,40-44,Overleden,1,4
2020-04-17,RIVM_report_20200417,45-49,Overleden,1,9
2020-04-17,RIVM_report_20200417,50-54,Overleden,0,30
2020-04-17,RIVM_report_20200417,55-59,Overleden,0,53
2020-04-17,RIVM_report_20200417,60-64,Overleden,3,99
2020-04-17,RIVM_report_20200417,65-69,Overleden,8,211
2020-04-17,RIVM_report_20200417,70-74,Overleden,14,381
2020-04-17,RIVM_report_20200417,75-79,Overleden,20,649
2020-04-17,RIVM_report_20200417,80-84,Overleden,36,767
2020-04-17,RIVM_report_20200417,85-89,Overleden,25,730
2020-04-17,RIVM_report_20200417,90-94,Overleden,22,388
2020-04-17,RIVM_report_20200417,95+,Overleden,14,128
2020-04-17,RIVM_report_20200417,Niet vermeld,Overleden,0,1
