Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
796;'s-Hertogenbosch;155113;03-06-2020;16-06-2020;26;16,8;0;0;0;0
1680;Aa en Hunze;25453;03-06-2020;16-06-2020;0;0;0;0;0;0
358;Aalsmeer;31857;03-06-2020;16-06-2020;1;3,1;0;0;0;0
197;Aalten;27117;03-06-2020;16-06-2020;2;7,4;0;0;0;0
59;Achtkarspelen;27836;03-06-2020;16-06-2020;0;0;0;0;0;0
482;Alblasserdam;20165;03-06-2020;16-06-2020;0;0;0;0;0;0
613;Albrandswaard;25589;03-06-2020;16-06-2020;4;15,6;0;0;0;0
361;Alkmaar;109444;03-06-2020;16-06-2020;1;0,9;0;0;1;0,9
141;Almelo;73080;03-06-2020;16-06-2020;0;0;0;0;0;0
34;Almere;211840;03-06-2020;16-06-2020;15;7,1;0;0;1;0,5
484;Alphen aan den Rijn;111889;03-06-2020;16-06-2020;16;14,3;0;0;1;0,9
1723;Alphen-Chaam;10213;03-06-2020;16-06-2020;0;0;0;0;0;0
1959;Altena;55980;03-06-2020;16-06-2020;2;3,6;0;0;0;0
60;Ameland;3718;03-06-2020;16-06-2020;0;0;0;0;0;0
307;Amersfoort;157279;03-06-2020;16-06-2020;8;5,1;0;0;0;0
362;Amstelveen;91691;03-06-2020;16-06-2020;14;15,3;1;1,1;0;0
363;Amsterdam;872779;03-06-2020;16-06-2020;203;23,3;2;0,2;3;0,3
200;Apeldoorn;163829;03-06-2020;16-06-2020;23;14;0;0;0;0
3;Appingedam;11644;03-06-2020;16-06-2020;0;0;0;0;0;0
202;Arnhem;161368;03-06-2020;16-06-2020;53;32,8;1;0,6;3;1,9
106;Assen;68606;03-06-2020;16-06-2020;3;4,4;0;0;0;0
743;Asten;16734;03-06-2020;16-06-2020;3;17,9;0;0;0;0
744;Baarle-Nassau;6860;03-06-2020;16-06-2020;0;0;0;0;0;0
308;Baarn;24873;03-06-2020;16-06-2020;3;12,1;0;0;0;0
489;Barendrecht;48713;03-06-2020;16-06-2020;10;20,5;0;0;0;0
203;Barneveld;59077;03-06-2020;16-06-2020;4;6,8;0;0;0;0
888;Beek;15868;03-06-2020;16-06-2020;0;0;0;0;1;6,3
1954;Beekdaelen;35976;03-06-2020;16-06-2020;1;2,8;0;0;1;2,8
370;Beemster;10025;03-06-2020;16-06-2020;1;10;0;0;0;0
889;Beesel;13483;03-06-2020;16-06-2020;3;22,3;0;0;0;0
1945;Berg en Dal;34990;03-06-2020;16-06-2020;15;42,9;0;0;0;0
1724;Bergeijk;18638;03-06-2020;16-06-2020;3;16,1;0;0;0;0
893;Bergen (L.);13085;03-06-2020;16-06-2020;2;15,3;0;0;0;0
373;Bergen (NH.);29844;03-06-2020;16-06-2020;0;0;0;0;0;0
748;Bergen op Zoom;67489;03-06-2020;16-06-2020;8;11,9;0;0;0;0
1859;Berkelland;43748;03-06-2020;16-06-2020;8;18,3;0;0;0;0
1721;Bernheze;31247;03-06-2020;16-06-2020;2;6,4;0;0;0;0
753;Best;29985;03-06-2020;16-06-2020;4;13,3;0;0;0;0
209;Beuningen;25891;03-06-2020;16-06-2020;1;3,9;0;0;0;0
375;Beverwijk;41613;03-06-2020;16-06-2020;4;9,6;0;0;0;0
1728;Bladel;20395;03-06-2020;16-06-2020;6;29,4;0;0;0;0
376;Blaricum;11536;03-06-2020;16-06-2020;0;0;0;0;0;0
377;Bloemendaal;23570;03-06-2020;16-06-2020;4;17;0;0;0;0
1901;Bodegraven-Reeuwijk;34869;03-06-2020;16-06-2020;1;2,9;0;0;0;0
755;Boekel;10784;03-06-2020;16-06-2020;0;0;0;0;0;0
1681;Borger-Odoorn;25558;03-06-2020;16-06-2020;0;0;0;0;0;0
147;Borne;23313;03-06-2020;16-06-2020;0;0;0;0;0;0
654;Borsele;22738;03-06-2020;16-06-2020;0;0;0;0;0;0
756;Boxmeer;29371;03-06-2020;16-06-2020;4;13,6;0;0;0;0
757;Boxtel;30803;03-06-2020;16-06-2020;18;58,4;0;0;1;3,2
758;Breda;184271;03-06-2020;16-06-2020;14;7,6;0;0;0;0
501;Brielle;17282;03-06-2020;16-06-2020;1;5,8;0;0;0;0
1876;Bronckhorst;36052;03-06-2020;16-06-2020;1;2,8;0;0;0;0
213;Brummen;20756;03-06-2020;16-06-2020;1;4,8;0;0;0;0
899;Brunssum;27817;03-06-2020;16-06-2020;4;14,4;0;0;0;0
312;Bunnik;15191;03-06-2020;16-06-2020;1;6,6;0;0;0;0
313;Bunschoten;21867;03-06-2020;16-06-2020;1;4,6;0;0;0;0
214;Buren;26742;03-06-2020;16-06-2020;7;26,2;1;3,7;0;0
502;Capelle aan den IJssel;67151;03-06-2020;16-06-2020;12;17,9;0;0;0;0
383;Castricum;35988;03-06-2020;16-06-2020;0;0;0;0;0;0
109;Coevorden;35296;03-06-2020;16-06-2020;0;0;0;0;0;0
1706;Cranendonck;21166;03-06-2020;16-06-2020;6;28,3;0;0;0;0
1684;Cuijk;25139;03-06-2020;16-06-2020;5;19,9;0;0;0;0
216;Culemborg;28956;03-06-2020;16-06-2020;2;6,9;0;0;0;0
148;Dalfsen;28585;03-06-2020;16-06-2020;2;7;0;0;0;0
1891;Dantumadiel;18916;03-06-2020;16-06-2020;0;0;0;0;0;0
310;De Bilt;43124;03-06-2020;16-06-2020;1;2,3;0;0;1;2,3
1940;De Fryske Marren;51567;03-06-2020;16-06-2020;1;1,9;0;0;0;0
736;De Ronde Venen;44457;03-06-2020;16-06-2020;2;4,5;0;0;1;2,2
1690;De Wolden;24327;03-06-2020;16-06-2020;2;8,2;0;0;0;0
503;Delft;103659;03-06-2020;16-06-2020;7;6,8;0;0;0;0
10;Delfzijl;24666;03-06-2020;16-06-2020;0;0;0;0;0;0
