Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-26,0-4,Vrouw,0,0
2020-04-26,5-9,Vrouw,0,0
2020-04-26,10-14,Vrouw,0,0
2020-04-26,15-19,Vrouw,0,0
2020-04-26,20-24,Vrouw,0,0
2020-04-26,25-29,Vrouw,0,0
2020-04-26,30-34,Vrouw,0,1
2020-04-26,35-39,Vrouw,0,1
2020-04-26,40-44,Vrouw,0,0
2020-04-26,45-49,Vrouw,4,10
2020-04-26,50-54,Vrouw,2,14
2020-04-26,55-59,Vrouw,4,19
2020-04-26,60-64,Vrouw,4,38
2020-04-26,65-69,Vrouw,18,89
2020-04-26,70-74,Vrouw,35,182
2020-04-26,75-79,Vrouw,53,263
2020-04-26,80-84,Vrouw,70,384
2020-04-26,85-89,Vrouw,114,436
2020-04-26,90-94,Vrouw,83,325
2020-04-26,95+,Vrouw,39,138
2020-04-26,0-4,Man,0,0
2020-04-26,5-9,Man,0,0
2020-04-26,10-14,Man,0,0
2020-04-26,15-19,Man,0,1
2020-04-26,20-24,Man,0,0
2020-04-26,25-29,Man,0,3
2020-04-26,30-34,Man,1,2
2020-04-26,35-39,Man,1,4
2020-04-26,40-44,Man,0,4
2020-04-26,45-49,Man,2,5
2020-04-26,50-54,Man,1,19
2020-04-26,55-59,Man,16,54
2020-04-26,60-64,Man,16,86
2020-04-26,65-69,Man,21,171
2020-04-26,70-74,Man,55,303
2020-04-26,75-79,Man,82,539
2020-04-26,80-84,Man,86,568
2020-04-26,85-89,Man,87,533
2020-04-26,90-94,Man,65,228
2020-04-26,95+,Man,15,54
