Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-05,0-4,Vrouw,0,0
2020-05-05,5-9,Vrouw,0,0
2020-05-05,10-14,Vrouw,0,0
2020-05-05,15-19,Vrouw,0,0
2020-05-05,20-24,Vrouw,0,0
2020-05-05,25-29,Vrouw,0,0
2020-05-05,30-34,Vrouw,0,1
2020-05-05,35-39,Vrouw,-1,1
2020-05-05,40-44,Vrouw,0,0
2020-05-05,45-49,Vrouw,-2,11
2020-05-05,50-54,Vrouw,0,18
2020-05-05,55-59,Vrouw,-1,21
2020-05-05,60-64,Vrouw,1,47
2020-05-05,65-69,Vrouw,-5,103
2020-05-05,70-74,Vrouw,-7,215
2020-05-05,75-79,Vrouw,-16,300
2020-05-05,80-84,Vrouw,-22,447
2020-05-05,85-89,Vrouw,-45,525
2020-05-05,90-94,Vrouw,-43,389
2020-05-05,95+,Vrouw,-15,178
2020-05-05,0-4,Man,0,0
2020-05-05,5-9,Man,0,0
2020-05-05,10-14,Man,0,0
2020-05-05,15-19,Man,0,1
2020-05-05,20-24,Man,0,0
2020-05-05,25-29,Man,0,3
2020-05-05,30-34,Man,0,2
2020-05-05,35-39,Man,0,5
2020-05-05,40-44,Man,0,5
2020-05-05,45-49,Man,-1,6
2020-05-05,50-54,Man,-2,19
2020-05-05,55-59,Man,-5,61
2020-05-05,60-64,Man,-4,97
2020-05-05,65-69,Man,-6,188
2020-05-05,70-74,Man,-13,333
2020-05-05,75-79,Man,-24,596
2020-05-05,80-84,Man,-26,657
2020-05-05,85-89,Man,-35,608
2020-05-05,90-94,Man,-12,265
2020-05-05,95+,Man,-5,65
