Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-22,0-4,Vrouw,0,0
2020-04-22,5-9,Vrouw,0,0
2020-04-22,10-14,Vrouw,0,0
2020-04-22,15-19,Vrouw,0,0
2020-04-22,20-24,Vrouw,0,0
2020-04-22,25-29,Vrouw,0,0
2020-04-22,30-34,Vrouw,0,1
2020-04-22,35-39,Vrouw,0,1
2020-04-22,40-44,Vrouw,0,0
2020-04-22,45-49,Vrouw,0,10
2020-04-22,50-54,Vrouw,-1,13
2020-04-22,55-59,Vrouw,0,16
2020-04-22,60-64,Vrouw,-1,36
2020-04-22,65-69,Vrouw,-2,79
2020-04-22,70-74,Vrouw,-7,164
2020-04-22,75-79,Vrouw,-3,240
2020-04-22,80-84,Vrouw,-11,350
2020-04-22,85-89,Vrouw,-26,377
2020-04-22,90-94,Vrouw,-15,286
2020-04-22,95+,Vrouw,-4,117
2020-04-22,0-4,Man,0,0
2020-04-22,5-9,Man,0,0
2020-04-22,10-14,Man,0,0
2020-04-22,15-19,Man,0,1
2020-04-22,20-24,Man,0,0
2020-04-22,25-29,Man,0,3
2020-04-22,30-34,Man,-1,1
2020-04-22,35-39,Man,-1,3
2020-04-22,40-44,Man,0,4
2020-04-22,45-49,Man,0,4
2020-04-22,50-54,Man,0,18
2020-04-22,55-59,Man,-1,47
2020-04-22,60-64,Man,-2,79
2020-04-22,65-69,Man,-2,159
2020-04-22,70-74,Man,-7,282
2020-04-22,75-79,Man,-8,500
2020-04-22,80-84,Man,-10,525
2020-04-22,85-89,Man,-10,489
2020-04-22,90-94,Man,-8,199
2020-04-22,95+,Man,-3,49
