Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-28,0-4,Vrouw,0,0
2020-04-28,5-9,Vrouw,0,0
2020-04-28,10-14,Vrouw,0,0
2020-04-28,15-19,Vrouw,0,0
2020-04-28,20-24,Vrouw,0,0
2020-04-28,25-29,Vrouw,0,0
2020-04-28,30-34,Vrouw,0,1
2020-04-28,35-39,Vrouw,0,1
2020-04-28,40-44,Vrouw,0,0
2020-04-28,45-49,Vrouw,0,10
2020-04-28,50-54,Vrouw,2,17
2020-04-28,55-59,Vrouw,0,19
2020-04-28,60-64,Vrouw,0,38
2020-04-28,65-69,Vrouw,0,91
2020-04-28,70-74,Vrouw,2,187
2020-04-28,75-79,Vrouw,4,270
2020-04-28,80-84,Vrouw,5,392
2020-04-28,85-89,Vrouw,6,447
2020-04-28,90-94,Vrouw,1,329
2020-04-28,95+,Vrouw,4,143
2020-04-28,0-4,Man,0,0
2020-04-28,5-9,Man,0,0
2020-04-28,10-14,Man,0,0
2020-04-28,15-19,Man,0,1
2020-04-28,20-24,Man,0,0
2020-04-28,25-29,Man,0,3
2020-04-28,30-34,Man,0,2
2020-04-28,35-39,Man,0,4
2020-04-28,40-44,Man,0,4
2020-04-28,45-49,Man,0,5
2020-04-28,50-54,Man,0,19
2020-04-28,55-59,Man,3,57
2020-04-28,60-64,Man,0,86
2020-04-28,65-69,Man,1,173
2020-04-28,70-74,Man,1,304
2020-04-28,75-79,Man,3,547
2020-04-28,80-84,Man,6,578
2020-04-28,85-89,Man,8,549
2020-04-28,90-94,Man,2,234
2020-04-28,95+,Man,0,54
