Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-04-30,0-4,Vrouw,0,0
2020-04-30,5-9,Vrouw,0,0
2020-04-30,10-14,Vrouw,0,0
2020-04-30,15-19,Vrouw,0,0
2020-04-30,20-24,Vrouw,0,0
2020-04-30,25-29,Vrouw,0,0
2020-04-30,30-34,Vrouw,0,1
2020-04-30,35-39,Vrouw,0,1
2020-04-30,40-44,Vrouw,0,0
2020-04-30,45-49,Vrouw,1,11
2020-04-30,50-54,Vrouw,3,17
2020-04-30,55-59,Vrouw,3,21
2020-04-30,60-64,Vrouw,5,43
2020-04-30,65-69,Vrouw,9,93
2020-04-30,70-74,Vrouw,26,202
2020-04-30,75-79,Vrouw,31,282
2020-04-30,80-84,Vrouw,46,414
2020-04-30,85-89,Vrouw,60,476
2020-04-30,90-94,Vrouw,45,350
2020-04-30,95+,Vrouw,36,160
2020-04-30,0-4,Man,0,0
2020-04-30,5-9,Man,0,0
2020-04-30,10-14,Man,0,0
2020-04-30,15-19,Man,0,1
2020-04-30,20-24,Man,0,0
2020-04-30,25-29,Man,0,3
2020-04-30,30-34,Man,0,2
2020-04-30,35-39,Man,1,5
2020-04-30,40-44,Man,1,5
2020-04-30,45-49,Man,0,5
2020-04-30,50-54,Man,1,19
2020-04-30,55-59,Man,7,59
2020-04-30,60-64,Man,7,89
2020-04-30,65-69,Man,15,181
2020-04-30,70-74,Man,18,314
2020-04-30,75-79,Man,43,560
2020-04-30,80-84,Man,63,607
2020-04-30,85-89,Man,55,570
2020-04-30,90-94,Man,26,245
2020-04-30,95+,Man,4,58
