Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-01,0-4,Vrouw,0,0
2020-06-01,5-9,Vrouw,0,0
2020-06-01,10-14,Vrouw,0,0
2020-06-01,15-19,Vrouw,0,0
2020-06-01,20-24,Vrouw,0,0
2020-06-01,25-29,Vrouw,0,0
2020-06-01,30-34,Vrouw,0,1
2020-06-01,35-39,Vrouw,0,2
2020-06-01,40-44,Vrouw,0,0
2020-06-01,45-49,Vrouw,0,14
2020-06-01,50-54,Vrouw,-1,19
2020-06-01,55-59,Vrouw,0,24
2020-06-01,60-64,Vrouw,-1,51
2020-06-01,65-69,Vrouw,-2,112
2020-06-01,70-74,Vrouw,-4,239
2020-06-01,75-79,Vrouw,-4,338
2020-06-01,80-84,Vrouw,-9,513
2020-06-01,85-89,Vrouw,-16,646
2020-06-01,90-94,Vrouw,-13,491
2020-06-01,95+,Vrouw,-6,222
2020-06-01,0-4,Man,0,0
2020-06-01,5-9,Man,0,0
2020-06-01,10-14,Man,0,0
2020-06-01,15-19,Man,0,1
2020-06-01,20-24,Man,0,0
2020-06-01,25-29,Man,0,3
2020-06-01,30-34,Man,0,3
2020-06-01,35-39,Man,0,5
2020-06-01,40-44,Man,0,5
2020-06-01,45-49,Man,0,9
2020-06-01,50-54,Man,-1,26
2020-06-01,55-59,Man,-2,73
2020-06-01,60-64,Man,-2,110
2020-06-01,65-69,Man,-3,214
2020-06-01,70-74,Man,-4,378
2020-06-01,75-79,Man,-9,649
2020-06-01,80-84,Man,-10,728
2020-06-01,85-89,Man,-13,696
2020-06-01,90-94,Man,-8,310
2020-06-01,95+,Man,-1,74
