Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-18,0-4,Vrouw,0,0
2020-05-18,5-9,Vrouw,0,0
2020-05-18,10-14,Vrouw,0,0
2020-05-18,15-19,Vrouw,0,0
2020-05-18,20-24,Vrouw,0,0
2020-05-18,25-29,Vrouw,0,0
2020-05-18,30-34,Vrouw,0,1
2020-05-18,35-39,Vrouw,0,2
2020-05-18,40-44,Vrouw,0,0
2020-05-18,45-49,Vrouw,0,14
2020-05-18,50-54,Vrouw,0,18
2020-05-18,55-59,Vrouw,0,23
2020-05-18,60-64,Vrouw,0,49
2020-05-18,65-69,Vrouw,0,109
2020-05-18,70-74,Vrouw,0,231
2020-05-18,75-79,Vrouw,1,328
2020-05-18,80-84,Vrouw,1,491
2020-05-18,85-89,Vrouw,5,603
2020-05-18,90-94,Vrouw,0,459
2020-05-18,95+,Vrouw,1,206
2020-05-18,0-4,Man,0,0
2020-05-18,5-9,Man,0,0
2020-05-18,10-14,Man,0,0
2020-05-18,15-19,Man,0,1
2020-05-18,20-24,Man,0,0
2020-05-18,25-29,Man,0,3
2020-05-18,30-34,Man,0,2
2020-05-18,35-39,Man,0,5
2020-05-18,40-44,Man,0,5
2020-05-18,45-49,Man,0,8
2020-05-18,50-54,Man,0,24
2020-05-18,55-59,Man,0,71
2020-05-18,60-64,Man,0,103
2020-05-18,65-69,Man,1,206
2020-05-18,70-74,Man,0,363
2020-05-18,75-79,Man,0,631
2020-05-18,80-84,Man,1,702
2020-05-18,85-89,Man,3,667
2020-05-18,90-94,Man,1,297
2020-05-18,95+,Man,0,72
