Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-05-31,0-4,Vrouw,0,0
2020-05-31,5-9,Vrouw,0,0
2020-05-31,10-14,Vrouw,0,0
2020-05-31,15-19,Vrouw,0,0
2020-05-31,20-24,Vrouw,0,0
2020-05-31,25-29,Vrouw,0,0
2020-05-31,30-34,Vrouw,0,1
2020-05-31,35-39,Vrouw,0,2
2020-05-31,40-44,Vrouw,0,0
2020-05-31,45-49,Vrouw,0,14
2020-05-31,50-54,Vrouw,0,19
2020-05-31,55-59,Vrouw,0,24
2020-05-31,60-64,Vrouw,1,51
2020-05-31,65-69,Vrouw,1,112
2020-05-31,70-74,Vrouw,4,239
2020-05-31,75-79,Vrouw,5,338
2020-05-31,80-84,Vrouw,10,513
2020-05-31,85-89,Vrouw,26,646
2020-05-31,90-94,Vrouw,14,491
2020-05-31,95+,Vrouw,7,222
2020-05-31,0-4,Man,0,0
2020-05-31,5-9,Man,0,0
2020-05-31,10-14,Man,0,0
2020-05-31,15-19,Man,0,1
2020-05-31,20-24,Man,0,0
2020-05-31,25-29,Man,0,3
2020-05-31,30-34,Man,1,3
2020-05-31,35-39,Man,0,5
2020-05-31,40-44,Man,0,5
2020-05-31,45-49,Man,0,9
2020-05-31,50-54,Man,1,26
2020-05-31,55-59,Man,1,73
2020-05-31,60-64,Man,2,110
2020-05-31,65-69,Man,5,214
2020-05-31,70-74,Man,7,378
2020-05-31,75-79,Man,8,649
2020-05-31,80-84,Man,12,728
2020-05-31,85-89,Man,15,696
2020-05-31,90-94,Man,5,310
2020-05-31,95+,Man,1,74
