Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-03,0-4,Vrouw,0,0
2020-06-03,5-9,Vrouw,0,0
2020-06-03,10-14,Vrouw,0,0
2020-06-03,15-19,Vrouw,0,0
2020-06-03,20-24,Vrouw,0,0
2020-06-03,25-29,Vrouw,0,0
2020-06-03,30-34,Vrouw,0,1
2020-06-03,35-39,Vrouw,0,2
2020-06-03,40-44,Vrouw,0,0
2020-06-03,45-49,Vrouw,0,14
2020-06-03,50-54,Vrouw,0,20
2020-06-03,55-59,Vrouw,0,24
2020-06-03,60-64,Vrouw,-1,51
2020-06-03,65-69,Vrouw,-2,112
2020-06-03,70-74,Vrouw,-3,240
2020-06-03,75-79,Vrouw,-6,338
2020-06-03,80-84,Vrouw,-8,515
2020-06-03,85-89,Vrouw,-14,649
2020-06-03,90-94,Vrouw,-14,492
2020-06-03,95+,Vrouw,-7,222
2020-06-03,0-4,Man,0,0
2020-06-03,5-9,Man,0,0
2020-06-03,10-14,Man,0,0
2020-06-03,15-19,Man,0,1
2020-06-03,20-24,Man,0,0
2020-06-03,25-29,Man,0,3
2020-06-03,30-34,Man,0,3
2020-06-03,35-39,Man,0,5
2020-06-03,40-44,Man,0,5
2020-06-03,45-49,Man,0,9
2020-06-03,50-54,Man,-1,26
2020-06-03,55-59,Man,-2,73
2020-06-03,60-64,Man,-1,111
2020-06-03,65-69,Man,-3,215
2020-06-03,70-74,Man,-5,378
2020-06-03,75-79,Man,-7,651
2020-06-03,80-84,Man,-8,730
2020-06-03,85-89,Man,-10,699
2020-06-03,90-94,Man,-4,314
2020-06-03,95+,Man,-1,74
